ACR1,ACR2,ACR3,ACR4
411.773,0.0,0.0,0.0
415.3113,0.0,0.0,0.0
443.3113,0.0,0.0,0.0
4413.3113,0.0,0.0,0.0
465.3123,0.0,0.0,0.0
332.3123,0.0,0.0,0.0
241.312,0.0,0.0,0.0
453.442,0.0,0.0,0.0
451.442,452.441,45.0,0.0
459.782,0.0,0.0,0.0
442.782,0.0,0.0,0.0
414.782,0.0,0.0,0.0
436.3113,0.0,0.0,0.0
461.3113,0.0,0.0,0.0
464.3113,0.0,0.0,0.0
451.3113,0.0,0.0,0.0
441.4199,0.0,0.0,0.0
411.4199,0.0,0.0,0.0
443.57,471.57,0.0,0.0
231.312,0.0,0.0,0.0
322.3122,0.0,0.0,0.0
465.3122,0.0,0.0,0.0
412.3122,0.0,0.0,0.0
443.3122,0.0,0.0,0.0
444.3122,0.0,0.0,0.0
443.3122,443.569,0.0,0.0
456.3122,0.0,0.0,0.0
461.3122,0.0,0.0,0.0
332.3122,332.3123,0.0,0.0
421.3122,0.0,0.0,0.0
415.1554,448.1554,0.0,0.0
414.564,414.82,0.0,0.0
461.564,4622.564,4.0,0.0
48.563,38.563,0.0,0.0
442.565,452.565,46.0,0.0
44.562,0.0,0.0,0.0
442.562,0.0,0.0,0.0
48.562,0.0,0.0,0.0
48.562,381.562,321.0,0.0
48.562,38.562,0.0,0.0
331.541,332.541,0.0,0.0
442.565,0.0,0.0,0.0
454.3221,0.0,0.0,0.0
113.3221,61.3324,0.0,0.0
451.3221,0.0,0.0,0.0
451.3223,0.0,0.0,0.0
443.415,443.842,0.0,0.0
442.819,0.0,0.0,0.0
414.4819,0.0,0.0,0.0
434.483,433.441,0.0,0.0
321.3451,0.0,0.0,0.0
429.819,42.819,0.0,0.0
41.819,41.819,0.0,0.0
442.819,442.454,0.0,0.0
438.713,414.713,0.0,0.0
438.711,468.711,44.0,0.0
442.711,318.711,0.0,0.0
438.711,0.0,0.0,0.0
413.711,314.711,31.0,0.0
422.712,0.0,0.0,0.0
438.711,422.711,41.0,0.0
438.711,452.711,0.0,0.0
414.711,318.711,0.0,0.0
438.711,415.711,44.0,0.0
438.712,467.711,0.0,0.0
318.711,314.711,0.0,0.0
337.712,0.0,0.0,0.0
418.711,0.0,0.0,0.0
414.711,468.711,0.0,0.0
422.711,0.0,0.0,0.0
4338.711,458.711,4.0,0.0
414.711,0.0,0.0,0.0
414.711,419.481,0.0,0.0
311.711,314.781,0.0,0.0
318.711,0.0,0.0,0.0
438.711,443.415,0.0,0.0
442.711,443.441,0.0,0.0
442.711,0.0,0.0,0.0
414.711,413.711,0.0,0.0
414.711,413.711,68.0,0.0
452.711,0.0,0.0,0.0
314.711,0.0,0.0,0.0
415.711,415.441,0.0,0.0
467.712,438.712,0.0,0.0
438.712,318.711,0.0,0.0
437.711,0.0,0.0,0.0
467.711,467.452,0.0,0.0
414.711,422.711,44.0,0.0
421.132,0.0,0.0,0.0
442.786,441.411,44.0,0.0
442.786,442.331,33.0,0.0
442.786,44.84,0.0,0.0
442.786,44.57,44.4,0.0
442.786,442.711,46.0,0.0
442.786,442.721,33.0,0.0
442.786,442.761,45.0,0.0
442.786,442.77,0.0,0.0
442.786,441.345,0.0,0.0
442.786,0.0,0.0,0.0
456.1831,457.1831,0.0,0.0
422.6563,0.0,0.0,0.0
419.253,419.481,0.0,0.0
419.813,0.0,0.0,0.0
337.729,328.729,33.0,0.0
337.729,442.729,0.0,0.0
468.721,337.721,0.0,0.0
431.57,432.57,461.0,0.0
415.3181,415.456,0.0,0.0
31.4233,0.0,0.0,0.0
414.813,0.0,0.0,0.0
434.813,0.0,0.0,0.0
413.813,0.0,0.0,0.0
337.374,0.0,0.0,0.0
337.7911,0.0,0.0,0.0
337.721,0.0,0.0,0.0
337.692,0.0,0.0,0.0
436.22,0.0,0.0,0.0
415.3281,0.0,0.0,0.0
423.3281,0.0,0.0,0.0
455.3281,0.0,0.0,0.0
461.3281,0.0,0.0,0.0
436.6131,439.6132,0.0,0.0
438.6131,438.6132,0.0,0.0
436.6131,0.0,0.0,0.0
437.6131,437.6132,0.0,0.0
333.419,0.0,0.0,0.0
243.21,243.21,0.0,0.0
443.564,452.564,44.0,0.0
437.711,467.711,0.0,0.0
422.4859,0.0,0.0,0.0
452.4859,0.0,0.0,0.0
318.74,328.74,338.0,0.0
331.339,0.32,0.0,0.0
412.4811,412.411,0.0,0.0
337.73,331.73,0.0,0.0
337.73,86.239,86.5,0.0
439.784,0.0,0.0,0.0
4528.253,0.0,0.0,0.0
432.3182,0.0,0.0,0.0
451.3182,0.0,0.0,0.0
33.3182,0.0,0.0,0.0
454.3182,0.0,0.0,0.0
4411.139,0.0,0.0,0.0
436.629,0.0,0.0,0.0
6.216,0.0,0.0,0.0
6.798,0.0,0.0,0.0
56.73,0.0,0.0,0.0
5.1214,0.0,0.0,0.0
562.132,0.0,0.0,0.0
60.773,0.0,0.0,0.0
60.2056,0.0,0.0,0.0
6.74,0.0,0.0,0.0
60.32,0.0,0.0,0.0
6.795,0.0,0.0,0.0
60.26,0.0,0.0,0.0
60.2313,0.0,0.0,0.0
6.43,0.0,0.0,0.0
60.21,0.0,0.0,0.0
61.322,0.0,0.0,0.0
61.2054,0.0,0.0,0.0
8.74,0.0,0.0,0.0
561.74,0.0,0.0,0.0
6.721,0.0,0.0,0.0
6.729,0.0,0.0,0.0
60.75,0.0,0.0,0.0
66.76,0.0,0.0,0.0
6.273,0.0,0.0,0.0
6.152,0.0,0.0,0.0
60.66,0.0,0.0,0.0
6.1441,0.0,0.0,0.0
673.3153,0.0,0.0,0.0
6.207,0.0,0.0,0.0
60.45,0.0,0.0,0.0
60.234,0.0,0.0,0.0
6.34,0.0,0.0,0.0
60.3428,0.0,0.0,0.0
56.197,0.0,0.0,0.0
6.3254,0.0,0.0,0.0
6.252,0.0,0.0,0.0
2313.0,0.0,0.0,0.0
51.711,0.0,0.0,0.0
51.712,0.0,0.0,0.0
66.121,0.0,0.0,0.0
40.41,0.0,0.0,0.0
5.2,0.0,0.0,0.0
566.64,0.0,0.0,0.0
67.735,0.0,0.0,0.0
6.21,0.0,0.0,0.0
70.411,0.0,0.0,0.0
60.73,0.0,0.0,0.0
60.72,0.0,0.0,0.0
60.22,0.0,0.0,0.0
40.315,0.0,0.0,0.0
60.2811,0.0,0.0,0.0
6.32,0.0,0.0,0.0
60.771,0.0,0.0,0.0
5.1652,0.0,0.0,0.0
4.2,0.0,0.0,0.0
6.623,0.0,0.0,0.0
60.7532,0.0,0.0,0.0
60.11,0.0,0.0,0.0
6.31,0.0,0.0,0.0
60.232,0.0,0.0,0.0
60.235,0.0,0.0,0.0
53.4614,0.0,0.0,0.0
83.321,0.0,0.0,0.0
81.321,0.0,0.0,0.0
82.811,0.0,0.0,0.0
81.324,0.0,0.0,0.0
844.316,0.0,0.0,0.0
81.3111,0.0,0.0,0.0
81.3114,0.0,0.0,0.0
847.419,0.0,0.0,0.0
847.32,0.0,0.0,0.0
6.2313,0.0,0.0,0.0
82.216,81.2122,0.0,0.0
81.216,0.0,0.0,0.0
82.216,0.0,0.0,0.0
81.2121,81.2124,81.2122,0.0
81.2124,0.0,0.0,0.0
81.2121,0.0,0.0,0.0
81.23,82.23,0.0,0.0
18.3634,0.0,0.0,0.0
18.3635,0.0,0.0,0.0
18.33,0.0,0.0,0.0
18.366,0.0,0.0,0.0
4.1521,0.0,0.0,0.0
4.821,0.0,0.0,0.0
4.3111,0.0,0.0,0.0
4.11,4.55,0.0,0.0
4.3131,0.0,0.0,0.0
4.1543,0.0,0.0,0.0
44.4146,0.0,0.0,0.0
4.41,0.0,0.0,0.0
4.0,414.0,0.0,0.0
4.4915,0.0,0.0,0.0
4.531,0.0,0.0,0.0
4.318,0.0,0.0,0.0
4.344,0.0,0.0,0.0
4.1814,0.0,0.0,0.0
4.39,6.325,0.0,0.0
44.43,0.0,0.0,0.0
4.3123,0.0,0.0,0.0
4.3113,0.0,0.0,0.0
4.0,1551.0,0.0,0.0
4.3122,0.0,0.0,0.0
4.21,0.0,0.0,0.0
4.1552,0.0,0.0,0.0
4.3221,0.0,0.0,0.0
4.571,4.572,0.0,0.0
4.561,0.0,0.0,0.0
4.3281,0.0,0.0,0.0
4.13,0.0,0.0,0.0
60.14,0.0,0.0,0.0
60.74,0.0,0.0,0.0
6.783,60.75,0.0,0.0
51.141,51.142,0.0,0.0
6.462,0.0,0.0,0.0
64.7531,32.1211,0.0,0.0
60.783,0.0,0.0,0.0
795.8754,0.0,0.0,0.0
641.19,0.0,0.0,0.0
272.11,0.0,0.0,0.0
60.1211,70.1211,20.1211,20.342
60.781,0.0,0.0,0.0
60.252,60.75,60.21,0.0
67.3251,675.3,322.38,0.0
6.11,66.76,60.782,0.0
261.821,0.0,0.0,0.0
61.212,0.0,0.0,0.0
